Daily / Cumulative;Indicator;Date;Event;region;City;Cases
Cumulative;Cases;2020-06-05;;Mecca;Al Kamil;8
Cumulative;Cases;2020-06-05;;Al Bahah;Baljurashi;17
Cumulative;Cases;2020-06-05;;Qassim;Unayzah;139
Cumulative;Cases;2020-06-05;;Al Jouf;Domat Al Jandal;5
Cumulative;Cases;2020-06-05;;Al Jouf;Al Sulaimaniah;1
Cumulative;Cases;2020-06-05;;Asir;Abha;142
Cumulative;Cases;2020-06-05;;Riyadh;Rumah;23
Cumulative;Cases;2020-06-05;;Hail;Al Shamly;3
Cumulative;Cases;2020-06-05;;Riyadh;Az Zulfi;109
Cumulative;Cases;2020-06-05;;Mecca;Abu Orwah;6
Cumulative;Cases;2020-06-05;;Medina;Mahd Al Dhahab;20
Cumulative;Cases;2020-06-05;;Hail;Bagaa;3
Cumulative;Cases;2020-06-05;;Jazan;Al Aydabi;8
Cumulative;Cases;2020-06-05;;Mecca;Al Qunfudhah;155
Cumulative;Cases;2020-06-05;;Mecca;Maisan;12
Cumulative;Cases;2020-06-05;;Asir;Muhayil Aseer;117
Cumulative;Cases;2020-06-05;;Eastern Region;Hafr Al Batin;132
Cumulative;Cases;2020-06-05;;Eastern Region;Saihat;2
Cumulative;Cases;2020-06-05;;Asir;Al Harjah;1
Cumulative;Cases;2020-06-05;;Riyadh;Huraymila;33
Cumulative;Cases;2020-06-05;;Asir;Thurayban;32
Cumulative;Cases;2020-06-05;;Asir;Al Madda;36
Cumulative;Cases;2020-06-05;;Riyadh;Al Bejadiah;4
Cumulative;Cases;2020-06-05;;Asir;Al Namas;30
Cumulative;Cases;2020-06-06;;Riyadh;Thadiq;31
Cumulative;Cases;2020-06-06;;Riyadh;Wadi Addawasir;156
Cumulative;Cases;2020-06-06;;Al Jouf;Tabarjal;6
Cumulative;Cases;2020-06-06;;Najran;Khobash;2
Cumulative;Cases;2020-06-06;;Mecca;Adham;14
Cumulative;Cases;2020-06-06;;Mecca;Turbah;2
Cumulative;Cases;2020-06-06;;Northern Borders;Arar;118
Cumulative;Cases;2020-06-06;;Qassim;Uqlat as Suqur;5
Cumulative;Cases;2020-06-06;;Qassim;Ar Rass;26
Cumulative;Cases;2020-06-06;;Eastern Region;Qaryat Al Ulya;29
Cumulative;Cases;2020-06-06;;Riyadh;Al Hareeq;10
Cumulative;Cases;2020-06-06;;Riyadh;Muzahmiya;167
Cumulative;Cases;2020-06-06;;Riyadh;Riyadh;24957
Cumulative;Cases;2020-06-06;;Asir;Rejal Almaa;9
Cumulative;Cases;2020-06-06;;Riyadh;Sajer;27
Cumulative;Cases;2020-06-06;;Northern Borders;Al Owayqilah;3
Cumulative;Cases;2020-06-06;;Eastern Region;Al Mubarraz;235
Cumulative;Cases;2020-06-06;;Riyadh;Kharj;288
Cumulative;Cases;2020-06-06;;Northern Borders;Hazm Al Jalamid;82
Cumulative;Cases;2020-06-06;;Al Jouf;Al Hadithah Border Station;35
Cumulative;Cases;2020-06-06;;Najran;Thar;6
Cumulative;Cases;2020-06-06;;Tabuk;Haql;3
Cumulative;Cases;2020-06-06;;Mecca;Jeddah;17215
Cumulative;Cases;2020-06-06;;Hail;Mogag;1
Cumulative;Cases;2020-06-06;;Asir;Al Farshah;1
Cumulative;Cases;2020-06-06;;Mecca;Al Hadban;8
Cumulative;Cases;2020-06-06;;Riyadh;Ar Ruwaydah;30
Cumulative;Cases;2020-06-06;;Riyadh;Al Sulayyil;42
Cumulative;Cases;2020-06-06;;Jazan;Jazan;158
Cumulative;Cases;2020-06-06;;Tabuk;Qurayyat;38
Cumulative;Cases;2020-06-06;;Asir;Tabalah;12
Cumulative;Cases;2020-06-06;;Jazan;Aridah;36
Cumulative;Cases;2020-06-07;;Hail;Ha'il;392
Cumulative;Cases;2020-06-07;;Riyadh;Thadiq;31
Cumulative;Cases;2020-06-07;;Riyadh;Layla;24
Cumulative;Cases;2020-06-07;;Medina;Wadi Al Fara'a;40
Cumulative;Cases;2020-06-07;;Medina;Yanbu;507
Cumulative;Cases;2020-06-07;;Eastern Region;Hufof;4643
Cumulative;Cases;2020-06-07;;Asir;Dhahran Al Janoub;17
Cumulative;Cases;2020-06-07;;Al Bahah;Baljurashi;18
Cumulative;Cases;2020-06-07;;Riyadh;Shaqra;38
Cumulative;Cases;2020-06-07;;Al Bahah;Al Makhwa;31
Cumulative;Cases;2020-06-07;;Al Jouf;Domat Al Jandal;5
Cumulative;Cases;2020-06-07;;Qassim;Al Hanakia;6
Cumulative;Cases;2020-06-07;;Eastern Region;Qatif;1731
Cumulative;Cases;2020-06-07;;Al Jouf;Al Sulaimaniah;1
Cumulative;Cases;2020-06-07;;Riyadh;Rumah;24
Cumulative;Cases;2020-06-07;;Northern Borders;Al Owayqilah;6
Cumulative;Cases;2020-06-07;;Mecca;Umm Aldoom;23
Cumulative;Cases;2020-06-07;;Asir;Al Qahmah;1
Cumulative;Cases;2020-06-07;;Riyadh;Al Khasrah;11
Cumulative;Cases;2020-06-07;;Riyadh;Ad Dilam;29
Cumulative;Cases;2020-06-07;;Qassim;Al Asyah;2
Cumulative;Cases;2020-06-07;;Tabuk;Umluj;64
Cumulative;Cases;2020-06-07;;Mecca;Jeddah;17792
Cumulative;Cases;2020-06-07;;Medina;Al Hamanah;1
Cumulative;Cases;2020-06-07;;Eastern Region;Al Batahaa;13
Cumulative;Cases;2020-06-07;;Jazan;Sabya;119
Cumulative;Cases;2020-06-07;;Tabuk;Shuwaq;1
Cumulative;Cases;2020-06-07;;Mecca;Al Khurma;20
Cumulative;Cases;2020-06-07;;Asir;Thurayban;33
Cumulative;Cases;2020-06-07;;Riyadh;Wuthaylan;3
Cumulative;Cases;2020-06-07;;Qassim;Al Badayea;11
Cumulative;Cases;2020-06-07;;Jazan;Al Harth;2
Cumulative;Cases;2020-06-07;;Eastern Region;Ras Tanura;231
Cumulative;Cases;2020-06-07;;Asir;Al Namas;36
Cumulative;Cases;2020-06-08;;Asir;Sabt Al Alayah;29
Cumulative;Cases;2020-06-08;;Mecca;Rabigh;53
Cumulative;Cases;2020-06-08;;Jazan;Al Qouz;28
Cumulative;Cases;2020-06-08;;Riyadh;Layla;26
Cumulative;Cases;2020-06-08;;Medina;Wadi Al Fara'a;40
Cumulative;Cases;2020-06-08;;Medina;Yanbu;514
Cumulative;Cases;2020-06-08;;Najran;Khobash;3
Cumulative;Cases;2020-06-08;;Mecca;Taif;2195
Cumulative;Cases;2020-06-08;;Najran;Sharorah;103
Cumulative;Cases;2020-06-08;;Qassim;Uqlat as Suqur;5
Cumulative;Cases;2020-06-08;;Qassim;Unayzah;144
Cumulative;Cases;2020-06-08;;Riyadh;Shaqra;38
Cumulative;Cases;2020-06-08;;Asir;Namira;20
Cumulative;Cases;2020-06-08;;Qassim;Al Hanakia;6
Cumulative;Cases;2020-06-08;;Mecca;Mecca;18403
Cumulative;Cases;2020-06-08;;Riyadh;Az Zulfi;111
Cumulative;Cases;2020-06-08;;Mecca;Thuwal;2
Cumulative;Cases;2020-06-08;;Najran;Habona;3
Cumulative;Cases;2020-06-08;;Riyadh;Tumair;15
Cumulative;Cases;2020-06-08;;Qassim;Riyadh Al Khabra;7
Cumulative;Cases;2020-06-08;;Hail;Bagaa;3
Cumulative;Cases;2020-06-08;;Al Jouf;Al Hadithah Border Station;36
Cumulative;Cases;2020-06-08;;Asir;Bisha;192
Cumulative;Cases;2020-06-08;;Al Bahah;Qilwah;13
Cumulative;Cases;2020-06-08;;Asir;Al Bashayer;21
Cumulative;Cases;2020-06-08;;Asir;Al Farshah;1
Cumulative;Cases;2020-06-08;;Jazan;Damd;3
Cumulative;Cases;2020-06-08;;Asir;Muhayil Aseer;133
Cumulative;Cases;2020-06-08;;Jazan;Samtah;29
Cumulative;Cases;2020-06-08;;Eastern Region;Mulayjah;5
Cumulative;Cases;2020-06-08;;Jazan;Addarb;15
Cumulative;Cases;2020-06-08;;Jazan;Al Harth;2
Cumulative;Cases;2020-06-08;;Asir;Billasmar;15
Cumulative;Cases;2020-06-08;;Tabuk;Duba;71
Cumulative;Cases;2020-06-08;;Asir;Al Madda;40
Cumulative;Cases;2020-06-08;;Medina;Medina;10653
Cumulative;Cases;2020-06-08;;Mecca;Dhalm;17
Cumulative;Cases;2020-06-08;;Jazan;Aridah;49
Cumulative;Cases;2020-06-09;;Medina;Wadi Al Fara'a;40
Cumulative;Cases;2020-06-09;;Al Jouf;Tabarjal;8
Cumulative;Cases;2020-06-09;;Mecca;Turbah;2
Cumulative;Cases;2020-06-09;;Mecca;Taif;2322
Cumulative;Cases;2020-06-09;;Qassim;Buraydah;896
Cumulative;Cases;2020-06-09;;Riyadh;Al Hareeq;12
Cumulative;Cases;2020-06-09;;Al Bahah;Al Makhwa;36
Cumulative;Cases;2020-06-09;;Riyadh;Al Quwaiiyah;48
Cumulative;Cases;2020-06-09;;Riyadh;Riyadh;28119
Cumulative;Cases;2020-06-09;;Qassim;Qusayba;8
Cumulative;Cases;2020-06-09;;Mecca;Mecca;18543
Cumulative;Cases;2020-06-09;;Northern Borders;Al Judayyidah;51
Cumulative;Cases;2020-06-09;;Northern Borders;Turaif;3
Cumulative;Cases;2020-06-09;;Jazan;Farasan;2
Cumulative;Cases;2020-06-09;;Riyadh;Az Zulfi;116
Cumulative;Cases;2020-06-09;;Eastern Region;Salwa;24
Cumulative;Cases;2020-06-09;;Riyadh;Al Khasrah;11
Cumulative;Cases;2020-06-09;;Medina;Mahd Al Dhahab;34
Cumulative;Cases;2020-06-09;;Hail;Al Shenan;1
Cumulative;Cases;2020-06-09;;Eastern Region;Al Jafr;179
Cumulative;Cases;2020-06-09;;Jazan;Abu Arish;36
Cumulative;Cases;2020-06-09;;Asir;Bisha;193
Cumulative;Cases;2020-06-09;;Riyadh;Al Artawiah;3
Cumulative;Cases;2020-06-09;;Mecca;Al Qunfudhah;162
Cumulative;Cases;2020-06-09;;Al Bahah;Qilwah;13
Cumulative;Cases;2020-06-09;;Najran;Najran;227
Cumulative;Cases;2020-06-09;;Eastern Region;Bqeeq;189
Cumulative;Cases;2020-06-09;;Riyadh;Al Sulayyil;56
Cumulative;Cases;2020-06-09;;Eastern Region;Hafr Al Batin;205
Cumulative;Cases;2020-06-09;;Riyadh;Huraymila;44
Cumulative;Cases;2020-06-09;;Asir;Tanumah;8
Cumulative;Cases;2020-06-09;;Jazan;Addarb;17
Cumulative;Cases;2020-06-09;;Eastern Region;Ras Tanura;276
Cumulative;Cases;2020-06-09;;Asir;Billasmar;15
Cumulative;Cases;2020-06-09;;Mecca;Ranyah;10
Cumulative;Cases;2020-06-09;;Asir;Tabalah;13
Cumulative;Cases;2020-06-09;;Mecca;Dhalm;18
Cumulative;Cases;2020-06-09;;Riyadh;Ar Rayn;29
Cumulative;Cases;2020-06-09;;Mecca;Al Muwayh;25
Cumulative;Cases;2020-06-10;;Tabuk;Al Wajh;11
Cumulative;Cases;2020-06-10;;Riyadh;Al Majmaah;158
Cumulative;Cases;2020-06-10;;Jazan;Al Qouz;37
Cumulative;Cases;2020-06-10;;Riyadh;Wadi Addawasir;250
Cumulative;Cases;2020-06-10;;Medina;Wadi Al Fara'a;43
Cumulative;Cases;2020-06-10;;Mecca;Turbah;2
Cumulative;Cases;2020-06-10;;Northern Borders;Arar;138
Cumulative;Cases;2020-06-10;;Riyadh;Al Quwaiiyah;52
Cumulative;Cases;2020-06-10;;Al Bahah;Al Bahah;89
Cumulative;Cases;2020-06-10;;Qassim;Dharyah;1
Cumulative;Cases;2020-06-10;;Jazan;Farasan;2
Cumulative;Cases;2020-06-10;;Eastern Region;Dammam;7331
Cumulative;Cases;2020-06-10;;Riyadh;Al Khasrah;14
Cumulative;Cases;2020-06-10;;Mecca;Abu Orwah;6
Cumulative;Cases;2020-06-10;;Mecca;Qiya;14
Cumulative;Cases;2020-06-10;;Mecca;Thuwal;2
Cumulative;Cases;2020-06-10;;Riyadh;Tumair;17
Cumulative;Cases;2020-06-10;;Hail;Al Shenan;1
Cumulative;Cases;2020-06-10;;Riyadh;Howtat Bani Tamim;130
Cumulative;Cases;2020-06-10;;Hail;Bagaa;7
Cumulative;Cases;2020-06-10;;Najran;Bader Al Janoub;1
Cumulative;Cases;2020-06-10;;Riyadh;Al Artawiah;3
Cumulative;Cases;2020-06-10;;Jazan;Al Mowassam;1
Cumulative;Cases;2020-06-10;;Najran;Thar;6
Cumulative;Cases;2020-06-10;;Riyadh;Dhurma;38
Cumulative;Cases;2020-06-10;;Riyadh;Ar Ruwaydah;41
Cumulative;Cases;2020-06-10;;Eastern Region;Hafr Al Batin;252
Cumulative;Cases;2020-06-10;;Al Bahah;Al Aqiq;19
Cumulative;Cases;2020-06-10;;Eastern Region;Saihat;2
Cumulative;Cases;2020-06-10;;Jazan;Jazan;216
Cumulative;Cases;2020-06-10;;Riyadh;Huraymila;46
Cumulative;Cases;2020-06-10;;Tabuk;Qurayyat;39
Cumulative;Cases;2020-06-10;;Eastern Region;Ras Tanura;293
Cumulative;Cases;2020-06-10;;Riyadh;Rafaia Al Jamsh;46
Cumulative;Cases;2020-06-10;;Tabuk;Duba;71
Cumulative;Cases;2020-06-11;;Medina;Wadi Al Fara'a;45
Cumulative;Cases;2020-06-11;;Najran;Khobash;4
Cumulative;Cases;2020-06-11;;Asir;Dhahran Al Janoub;19
Cumulative;Cases;2020-06-11;;Mecca;Turbah;2
Cumulative;Cases;2020-06-11;;Northern Borders;Arar;152
Cumulative;Cases;2020-06-11;;Eastern Region;Urayarah;3
Cumulative;Cases;2020-06-11;;Mecca;Al Mahani;11
Cumulative;Cases;2020-06-11;;Riyadh;Al Hareeq;14
Cumulative;Cases;2020-06-11;;Al Jouf;Domat Al Jandal;5
Cumulative;Cases;2020-06-11;;Qassim;Al Hanakia;8
Cumulative;Cases;2020-06-11;;Asir;Rejal Almaa;11
Cumulative;Cases;2020-06-11;;Al Bahah;Al Bahah;97
Cumulative;Cases;2020-06-11;;Qassim;Qusayba;9
Cumulative;Cases;2020-06-11;;Asir;Abha;294
Cumulative;Cases;2020-06-11;;Qassim;Al Bukayriyah;54
Cumulative;Cases;2020-06-11;;Northern Borders;Turaif;3
Cumulative;Cases;2020-06-11;;Qassim;Al Mithnab;36
Cumulative;Cases;2020-06-11;;Najran;Yadamah;11
Cumulative;Cases;2020-06-11;;Mecca;Umm Aldoom;24
Cumulative;Cases;2020-06-11;;Najran;Habona;4
Cumulative;Cases;2020-06-11;;Medina;Mahd Al Dhahab;37
Cumulative;Cases;2020-06-11;;Hail;Bagaa;7
Cumulative;Cases;2020-06-11;;Asir;Khamis Mushait;507
Cumulative;Cases;2020-06-11;;Al Jouf;Al Hadithah Border Station;37
Cumulative;Cases;2020-06-11;;Jazan;Abu Arish;36
Cumulative;Cases;2020-06-11;;Al Bahah;Qilwah;13
Cumulative;Cases;2020-06-11;;Mecca;Hadda;196
Cumulative;Cases;2020-06-11;;Tabuk;Umluj;65
Cumulative;Cases;2020-06-11;;Jazan;Al Mowassam;1
Cumulative;Cases;2020-06-11;;Jazan;Al Reeth;2
Cumulative;Cases;2020-06-11;;Medina;Khaybar;6
Cumulative;Cases;2020-06-11;;Asir;Muhayil Aseer;154
Cumulative;Cases;2020-06-11;;Mecca;Alqarei;36
Cumulative;Cases;2020-06-11;;Al Bahah;Al Aqiq;19
Cumulative;Cases;2020-06-11;;Eastern Region;Saihat;2
Cumulative;Cases;2020-06-11;;Asir;Thurayban;35
Cumulative;Cases;2020-06-11;;Riyadh;Wuthaylan;5
Cumulative;Cases;2020-06-11;;Jazan;Baish;883
Cumulative;Cases;2020-06-11;;Asir;Ahad Rafidah;121
Cumulative;Cases;2020-06-11;;Mecca;Al Lith;55
Cumulative;Cases;2020-06-11;;Eastern Region;Ras Tanura;305
Cumulative;Cases;2020-06-11;;Asir;Billasmar;15
Cumulative;Cases;2020-06-11;;Qassim;Uyun Al Jiwa;17
Cumulative;Cases;2020-06-11;;Eastern Region;Dahran;1054
Cumulative;Cases;2020-06-11;;Asir;Al Madda;43
Cumulative;Cases;2020-06-11;;Riyadh;Al Bejadiah;13
Cumulative;Cases;2020-06-11;;Qassim;Al Qawara;2
Cumulative;Cases;2020-06-11;;Mecca;Al Muwayh;29
Cumulative;Cases;2020-06-12;;Tabuk;Al Wajh;12
Cumulative;Cases;2020-06-12;;Jazan;Addayer Bani Malik;13
Cumulative;Cases;2020-06-12;;Najran;Khobash;4
Cumulative;Cases;2020-06-12;;Mecca;Adham;25
Cumulative;Cases;2020-06-12;;Mecca;Taif;2539
Cumulative;Cases;2020-06-12;;Asir;Namira;21
Cumulative;Cases;2020-06-12;;Riyadh;Al Quwaiiyah;60
Cumulative;Cases;2020-06-12;;Riyadh;Riyadh;32223
Cumulative;Cases;2020-06-12;;Qassim;Al Hanakia;10
Cumulative;Cases;2020-06-12;;Medina;Al Ula;8
Cumulative;Cases;2020-06-12;;Riyadh;Rumah;36
Cumulative;Cases;2020-06-12;;Qassim;Al Bukayriyah;60
Cumulative;Cases;2020-06-12;;Northern Borders;Turaif;3
Cumulative;Cases;2020-06-12;;Mecca;Umm Aldoom;24
Cumulative;Cases;2020-06-12;;Qassim;Al Nabhanyah;4
Cumulative;Cases;2020-06-12;;Mecca;Thuwal;2
Cumulative;Cases;2020-06-12;;Najran;Habona;4
Cumulative;Cases;2020-06-12;;Hail;Al Shenan;2
Cumulative;Cases;2020-06-12;;Northern Borders;Al Shoabah;3
Cumulative;Cases;2020-06-12;;Asir;Khamis Mushait;524
Cumulative;Cases;2020-06-12;;Al Jouf;Al Hadithah Border Station;37
Cumulative;Cases;2020-06-12;;Asir;Bisha;228
Cumulative;Cases;2020-06-12;;Jazan;Al Aydabi;16
Cumulative;Cases;2020-06-12;;Mecca;Al Qunfudhah;168
Cumulative;Cases;2020-06-12;;Jazan;Al Mowassam;1
Cumulative;Cases;2020-06-12;;Tabuk;Haql;3
Cumulative;Cases;2020-06-12;;Jazan;Sabya;144
Cumulative;Cases;2020-06-12;;Eastern Region;Hafr Al Batin;300
Cumulative;Cases;2020-06-12;;Eastern Region;Saihat;3
Cumulative;Cases;2020-06-12;;Riyadh;Wuthaylan;5
Cumulative;Cases;2020-06-12;;Asir;Billasmar;17
Cumulative;Cases;2020-06-12;;Riyadh;Rafaia Al Jamsh;51
Cumulative;Cases;2020-06-12;;Mecca;Ranyah;18
Cumulative;Cases;2020-06-12;;Eastern Region;Khafji;83
Cumulative;Cases;2020-06-12;;Tabuk;Duba;71
Cumulative;Cases;2020-06-12;;Asir;Al Majarda;88
Cumulative;Cases;2020-06-12;;Asir;Al Madda;44
Cumulative;Cases;2020-06-12;;Al Bahah;Al Mandaq;16
Cumulative;Cases;2020-06-13;;Hail;Ha'il;510
Cumulative;Cases;2020-06-13;;Riyadh;Thadiq;51
Cumulative;Cases;2020-06-13;;Medina;Wadi Al Fara'a;49
Cumulative;Cases;2020-06-13;;Eastern Region;Hufof;5567
Cumulative;Cases;2020-06-13;;Northern Borders;Arar;154
Cumulative;Cases;2020-06-13;;Asir;Sarat Ubaida;16
Cumulative;Cases;2020-06-13;;Mecca;Al Mahani;11
Cumulative;Cases;2020-06-13;;Asir;Namira;25
Cumulative;Cases;2020-06-13;;Eastern Region;AL Oyoun;142
Cumulative;Cases;2020-06-13;;Northern Borders;Al Judayyidah;51
Cumulative;Cases;2020-06-13;;Northern Borders;Turaif;3
Cumulative;Cases;2020-06-13;;Qassim;Al Mithnab;39
Cumulative;Cases;2020-06-13;;Hail;Al Shamly;4
Cumulative;Cases;2020-06-13;;Eastern Region;Nairyah;141
Cumulative;Cases;2020-06-13;;Riyadh;Kharj;511
Cumulative;Cases;2020-06-13;;Mecca;Qiya;20
Cumulative;Cases;2020-06-13;;Medina;Mahd Al Dhahab;46
Cumulative;Cases;2020-06-13;;Riyadh;Tumair;18
Cumulative;Cases;2020-06-13;;Riyadh;Howtat Sudair;17
Cumulative;Cases;2020-06-13;;Hail;Al Shenan;2
Cumulative;Cases;2020-06-13;;Riyadh;Howtat Bani Tamim;182
Cumulative;Cases;2020-06-13;;Qassim;Riyadh Al Khabra;18
Cumulative;Cases;2020-06-13;;Qassim;Al Asyah;6
Cumulative;Cases;2020-06-13;;Al Jouf;Maiqua;2
Cumulative;Cases;2020-06-13;;Riyadh;Al Artawiah;3
Cumulative;Cases;2020-06-13;;Jazan;Al Mowassam;1
Cumulative;Cases;2020-06-13;;Najran;Najran;336
Cumulative;Cases;2020-06-13;;Najran;Thar;6
Cumulative;Cases;2020-06-13;;Asir;Al Bashayer;30
Cumulative;Cases;2020-06-13;;Al Bahah;Al Qara;41
Cumulative;Cases;2020-06-13;;Tabuk;Shuwaq;1
Cumulative;Cases;2020-06-13;;Eastern Region;Hafr Al Batin;329
Cumulative;Cases;2020-06-13;;Asir;Al Harjah;13
Cumulative;Cases;2020-06-13;;Riyadh;Huraymila;96
Cumulative;Cases;2020-06-13;;Asir;Thurayban;47
Cumulative;Cases;2020-06-13;;Mecca;Al Muzaylif;34
Cumulative;Cases;2020-06-13;;Northern Borders;Rafha;18
Cumulative;Cases;2020-06-13;;Jazan;Addarb;23
Cumulative;Cases;2020-06-13;;Riyadh;Rafaia Al Jamsh;52
Cumulative;Cases;2020-06-13;;Mecca;Ranyah;28
Cumulative;Cases;2020-06-13;;Asir;Tabalah;18
Cumulative;Cases;2020-06-14;;Riyadh;Afif;70
Cumulative;Cases;2020-06-14;;Jazan;Addayer Bani Malik;21
Cumulative;Cases;2020-06-14;;Najran;Khobash;4
Cumulative;Cases;2020-06-14;;Asir;Dhahran Al Janoub;30
Cumulative;Cases;2020-06-14;;Northern Borders;Arar;160
Cumulative;Cases;2020-06-14;;Asir;Sarat Ubaida;23
Cumulative;Cases;2020-06-14;;Eastern Region;Qatif;2605
Cumulative;Cases;2020-06-14;;Al Jouf;Al Sulaimaniah;1
Cumulative;Cases;2020-06-14;;Al Bahah;Al Bahah;119
Cumulative;Cases;2020-06-14;;Qassim;Qusayba;22
Cumulative;Cases;2020-06-14;;Riyadh;Sajer;48
Cumulative;Cases;2020-06-14;;Mecca;Mecca;20046
Cumulative;Cases;2020-06-14;;Hail;Al Shamly;4
Cumulative;Cases;2020-06-14;;Riyadh;Kharj;547
Cumulative;Cases;2020-06-14;;Riyadh;Al Khasrah;17
Cumulative;Cases;2020-06-14;;Mecca;Thuwal;2
Cumulative;Cases;2020-06-14;;Riyadh;Al Duwadimi;57
Cumulative;Cases;2020-06-14;;Northern Borders;Al Shoabah;3
Cumulative;Cases;2020-06-14;;Asir;Khamis Mushait;672
Cumulative;Cases;2020-06-14;;Qassim;Al Asyah;7
Cumulative;Cases;2020-06-14;;Najran;Najran;360
Cumulative;Cases;2020-06-14;;Jazan;Al Reeth;2
Cumulative;Cases;2020-06-14;;Eastern Region;Al Batahaa;15
Cumulative;Cases;2020-06-14;;Riyadh;Ar Ruwaydah;59
Cumulative;Cases;2020-06-14;;Jazan;Al Tuwal;10
Cumulative;Cases;2020-06-14;;Mecca;Alqarei;40
Cumulative;Cases;2020-06-14;;Riyadh;Huraymila;104
Cumulative;Cases;2020-06-14;;Jazan;Baish;907
Cumulative;Cases;2020-06-14;;Asir;Ahad Rafidah;133
Cumulative;Cases;2020-06-14;;Asir;Tanumah;18
Cumulative;Cases;2020-06-14;;Jazan;Al Harth;3
Cumulative;Cases;2020-06-14;;Riyadh;Marat;13
Cumulative;Cases;2020-06-14;;Asir;Al Majarda;94
Cumulative;Cases;2020-06-14;;Asir;Tabalah;18
Cumulative;Cases;2020-06-14;;Jazan;Aridah;52
Cumulative;Cases;2020-06-15;;Jazan;Al Qouz;43
Cumulative;Cases;2020-06-15;;Jazan;Addayer Bani Malik;37
Cumulative;Cases;2020-06-15;;Riyadh;Layla;54
Cumulative;Cases;2020-06-15;;Eastern Region;Hufof;5972
Cumulative;Cases;2020-06-15;;Najran;Khobash;4
Cumulative;Cases;2020-06-15;;Mecca;Adham;26
Cumulative;Cases;2020-06-15;;Northern Borders;Arar;162
Cumulative;Cases;2020-06-15;;Qassim;Uqlat as Suqur;7
Cumulative;Cases;2020-06-15;;Qassim;Ar Rass;107
Cumulative;Cases;2020-06-15;;Riyadh;Shaqra;57
Cumulative;Cases;2020-06-15;;Qassim;Al Hanakia;19
Cumulative;Cases;2020-06-15;;Asir;Rejal Almaa;23
Cumulative;Cases;2020-06-15;;Mecca;Mecca;20270
Cumulative;Cases;2020-06-15;;Qassim;Al Mithnab;46
Cumulative;Cases;2020-06-15;;Qassim;Al Nabhanyah;9
Cumulative;Cases;2020-06-15;;Riyadh;Kharj;618
Cumulative;Cases;2020-06-15;;Riyadh;Al Khasrah;17
Cumulative;Cases;2020-06-15;;Riyadh;Diriyah;1180
Cumulative;Cases;2020-06-15;;Mecca;Al Qunfudhah;173
Cumulative;Cases;2020-06-15;;Al Bahah;Qilwah;23
Cumulative;Cases;2020-06-15;;Tabuk;Umluj;66
Cumulative;Cases;2020-06-15;;Asir;Al Farshah;3
Cumulative;Cases;2020-06-15;;Mecca;Bani Malek;1
Cumulative;Cases;2020-06-15;;Tabuk;Shuwaq;2
Cumulative;Cases;2020-06-15;;Riyadh;Al Sulayyil;80
Cumulative;Cases;2020-06-15;;Eastern Region;Hafr Al Batin;373
Cumulative;Cases;2020-06-15;;Jazan;Al Tuwal;12
Cumulative;Cases;2020-06-15;;Hail;Al Hait;1
Cumulative;Cases;2020-06-15;;Riyadh;Wuthaylan;9
Cumulative;Cases;2020-06-15;;Asir;Ahad Rafidah;142
Cumulative;Cases;2020-06-15;;Asir;Al Majarda;94
Cumulative;Cases;2020-06-15;;Riyadh;Al Bejadiah;19
Cumulative;Cases;2020-06-15;;Jazan;Aridah;54
Cumulative;Cases;2020-06-15;;Al Bahah;Al Mandaq;25
Cumulative;Cases;2020-06-16;;Jazan;Fifa;4
Cumulative;Cases;2020-06-16;;Asir;Sabt Al Alayah;50
Cumulative;Cases;2020-06-16;;Hail;Al Ghazalah;6
Cumulative;Cases;2020-06-16;;Asir;Wadi Ibn Hashbal;44
Cumulative;Cases;2020-06-16;;Asir;Dhahran Al Janoub;39
Cumulative;Cases;2020-06-16;;Qassim;Buraydah;1193
Cumulative;Cases;2020-06-16;;Najran;Sharorah;155
Cumulative;Cases;2020-06-16;;Qassim;Uqlat as Suqur;7
Cumulative;Cases;2020-06-16;;Qassim;Unayzah;229
Cumulative;Cases;2020-06-16;;Asir;Abha;546
Cumulative;Cases;2020-06-16;;Mecca;Al Sehen;82
Cumulative;Cases;2020-06-16;;Najran;Yadamah;15
Cumulative;Cases;2020-06-16;;Qassim;Al Nabhanyah;9
Cumulative;Cases;2020-06-16;;Eastern Region;Jubail;3422
Cumulative;Cases;2020-06-16;;Riyadh;Al Khasrah;17
Cumulative;Cases;2020-06-16;;Najran;Habona;7
Cumulative;Cases;2020-06-16;;Riyadh;Al Duwadimi;58
Cumulative;Cases;2020-06-16;;Riyadh;Howtat Sudair;17
Cumulative;Cases;2020-06-16;;Riyadh;Diriyah;1219
Cumulative;Cases;2020-06-16;;Asir;Bisha;284
Cumulative;Cases;2020-06-16;;Jazan;Al Aydabi;36
Cumulative;Cases;2020-06-16;;Al Bahah;Qilwah;24
Cumulative;Cases;2020-06-16;;Mecca;Hadda;196
Cumulative;Cases;2020-06-16;;Mecca;Maisan;13
Cumulative;Cases;2020-06-16;;Najran;Najran;423
Cumulative;Cases;2020-06-16;;Tabuk;Shuwaq;2
Cumulative;Cases;2020-06-16;;Eastern Region;Hafr Al Batin;427
Cumulative;Cases;2020-06-16;;Asir;Thurayban;49
Cumulative;Cases;2020-06-16;;Northern Borders;Rafha;22
Cumulative;Cases;2020-06-16;;Jazan;Addarb;40
Cumulative;Cases;2020-06-16;;Eastern Region;Ras Tanura;366
